,index,link_match,season,date,home_team,away_team,result_full,result_ht,home_clearances,home_corners,home_fouls_conceded,home_offsides,home_passes,home_possession,home_red_cards,home_shots,home_shots_on_target,home_tackles,home_touches,home_yellow_cards,away_clearances,away_corners,away_fouls_conceded,away_offsides,away_passes,away_possession,away_red_cards,away_shots,away_shots_on_target,away_tackles,away_touches,away_yellow_cards,goal_home_ft,goal_away_ft,sg_match_ft,goal_home_ht,goal_away_ht,sg_match_ht,clearances_avg_H,corners_avg_H,fouls_conceded_avg_H,offsides_avg_H,passes_avg_H,possession_avg_H,red_cards_avg_H,shots_avg_H,shots_on_target_avg_H,tackles_avg_H,touches_avg_H,yellow_cards_avg_H,goals_scored_ft_avg_H,goals_conced_ft_avg_H,sg_match_ft_acum_H,goals_scored_ht_avg_H,goals_conced_ht_avg_H,sg_match_ht_acum_H,performance_acum_H,clearances_avg_A,corners_avg_A,fouls_conceded_avg_A,offsides_avg_A,passes_avg_A,possession_avg_A,red_cards_avg_A,shots_avg_A,shots_on_target_avg_A,tackles_avg_A,touches_avg_A,yellow_cards_avg_A,goals_scored_ft_avg_A,goals_conced_ft_avg_A,sg_match_ft_acum_A,goals_scored_ht_avg_A,goals_conced_ht_avg_A,sg_match_ht_acum_A,performance_acum_A,clearances_avg_home,corners_avg_home,fouls_conceded_avg_home,offsides_avg_home,passes_avg_home,possession_avg_home,red_cards_avg_home,shots_avg_home,shots_on_target_avg_home,tackles_avg_home,touches_avg_home,yellow_cards_avg_home,goals_scored_ft_avg_home,goals_conced_ft_avg_home,sg_match_ft_acum_home,goals_scored_ht_avg_home,goals_conced_ht_avg_home,sg_match_ht_acum_home,performance_acum_home,clearances_avg_away,corners_avg_away,fouls_conceded_avg_away,offsides_avg_away,passes_avg_away,possession_avg_away,red_cards_avg_away,shots_avg_away,shots_on_target_avg_away,tackles_avg_away,touches_avg_away,yellow_cards_avg_away,goals_scored_ft_avg_away,goals_conced_ft_avg_away,sg_match_ft_acum_away,goals_scored_ht_avg_away,goals_conced_ht_avg_away,sg_match_ht_acum_away,performance_acum_away,ratio buts encaissés / tirs cadrés,Nombre d'arrêts,Pourcentage d'arrêts,Matches,Qualité du match,sg_match_ft_away
10,2905,https://www.premierleague.com/match/22652,17/18,2018-04-01,Arsenal,Stoke City,3-0,0-0,10.0,6.0,9.0,3.0,647.0,69.6,0.0,24.0,11.0,16.0,828.0,1.0,20.0,5.0,13.0,3.0,273.0,30.4,0.0,8.0,2.0,11.0,450.0,2.0,3,0,3,0,0,0,21.7,7.1,9.9,2.8,625.5,62.2,0.0,18.0,7.5,18.5,817.1,1.3,2.6,1.13,22.0,1.27,0.6,10.0,77.8,33.1,3.2,10.7,2.0,343.3,40.6,0.0,9.9,3.4,18.7,542.1,1.5,0.8,2.2,-21.0,0.4,0.87,-7.0,17.8,21.6,6.1,10.4,2.6,625.3,61.9,0.0,15.8,6.1,16.6,812.4,1.6,1.83,1.37,14.0,0.8,0.57,7.0,53.3,29.0,3.8,10.5,2.2,348.2,42.0,0.0,10.5,3.5,17.8,546.1,1.4,0.94,1.87,-29.0,0.42,0.77,-11.0,29.0,0.0,2.0,1.0,11,Très bon,
11,2907,https://www.premierleague.com/match/22402,17/18,2017-10-01,Arsenal,Brighton and Hove Albion,2-0,1-0,23.0,6.0,7.0,2.0,697.0,65.2,0.0,25.0,11.0,15.0,874.0,0.0,22.0,5.0,8.0,3.0,357.0,34.8,0.0,9.0,1.0,10.0,548.0,2.0,2,0,2,1,0,1,24.7,8.7,10.3,3.0,610.0,65.8,0.0,20.0,8.3,18.0,813.3,0.3,3.0,1.0,6.0,1.67,0.67,3.0,100.0,22.3,5.7,13.3,2.7,449.7,50.0,0.0,10.0,2.0,14.0,619.7,0.3,0.33,1.33,-3.0,0.0,0.33,-1.0,11.1,21.3,6.5,11.0,3.2,603.3,62.6,0.0,16.2,5.5,16.8,794.8,1.3,1.5,1.33,1.0,0.83,0.67,1.0,55.6,30.2,4.0,10.2,2.7,408.0,44.9,0.0,9.2,2.8,14.2,581.8,0.8,0.83,1.17,-2.0,0.17,0.17,0.0,38.9,0.0,1.0,1.0,12,Très bon,
12,2919,https://www.premierleague.com/match/22632,17/18,2018-03-11,Arsenal,Watford,3-0,1-0,32.0,4.0,12.0,5.0,502.0,59.7,0.0,11.0,7.0,21.0,695.0,2.0,16.0,9.0,9.0,3.0,324.0,40.3,0.0,11.0,4.0,13.0,524.0,1.0,3,0,3,1,0,1,20.9,7.3,9.8,2.6,634.4,62.4,0.0,18.5,7.6,18.3,825.9,1.2,2.57,1.21,19.0,1.29,0.64,9.0,76.2,27.9,4.8,12.5,1.9,394.9,49.6,0.1,11.6,3.4,19.0,597.4,1.4,1.21,1.5,-4.0,0.5,0.57,-1.0,33.3,21.2,6.2,10.3,2.5,629.5,62.0,0.0,16.0,6.1,16.4,816.4,1.6,1.79,1.41,11.0,0.79,0.59,6.0,51.7,25.3,4.8,11.7,1.8,418.0,50.6,0.1,11.9,3.3,17.2,617.0,1.7,1.34,1.62,-8.0,0.48,0.79,-9.0,41.4,0.0,4.0,1.0,13,Très bon,
13,2946,https://www.premierleague.com/match/22682,17/18,2018-04-22,Arsenal,West Ham United,4-1,0-0,15.0,8.0,11.0,1.0,629.0,67.7,0.0,20.0,8.0,4.0,809.0,3.0,22.0,6.0,9.0,1.0,297.0,32.3,0.0,11.0,4.0,10.0,453.0,2.0,4,1,3,0,0,0,21.6,7.1,9.9,2.7,631.1,62.8,0.1,18.1,7.7,17.9,821.6,1.3,2.65,1.12,26.0,1.24,0.59,11.0,80.4,29.6,3.5,9.9,2.4,374.5,43.1,0.1,8.1,3.6,15.9,567.9,2.0,1.24,2.24,-17.0,0.53,0.82,-5.0,23.5,21.3,6.2,10.3,2.5,630.3,62.5,0.0,16.0,6.2,16.7,817.6,1.5,1.88,1.36,17.0,0.82,0.58,8.0,54.5,27.0,4.4,10.1,2.6,378.0,45.3,0.1,9.7,3.6,16.4,579.8,2.1,1.24,1.79,-18.0,0.52,0.73,-7.0,35.4,0.25,3.0,0.75,14,Bon,
14,2977,https://www.premierleague.com/match/22702,17/18,2018-05-06,Arsenal,Burnley,5-0,2-0,20.0,4.0,6.0,0.0,662.0,63.6,0.0,16.0,8.0,12.0,829.0,0.0,23.0,5.0,7.0,0.0,372.0,36.4,0.0,6.0,2.0,11.0,527.0,1.0,5,0,5,2,0,2,21.3,7.1,10.0,2.6,631.0,63.1,0.1,18.2,7.7,17.1,820.9,1.4,2.72,1.11,29.0,1.17,0.56,11.0,81.5,34.6,3.8,9.8,2.2,337.1,41.1,0.0,9.2,3.3,14.6,527.1,2.1,1.11,0.94,3.0,0.5,0.28,4.0,51.9,21.5,6.0,10.2,2.5,624.7,62.1,0.0,15.9,6.1,16.6,812.3,1.6,1.91,1.37,19.0,0.77,0.57,7.0,54.3,31.8,4.3,9.1,2.7,355.1,43.5,0.0,10.1,3.4,14.1,545.1,1.8,0.97,0.89,3.0,0.42,0.28,5.0,50.0,0.0,2.0,1.0,15,Très bon,
15,2980,https://www.premierleague.com/match/22662,17/18,2018-04-08,Arsenal,Southampton,3-2,2-1,33.0,8.0,11.0,1.0,699.0,64.6,1.0,13.0,7.0,11.0,883.0,2.0,24.0,6.0,7.0,2.0,370.0,35.4,1.0,15.0,8.0,12.0,559.0,1.0,3,2,1,2,1,1,20.9,7.0,9.9,2.8,626.9,62.7,0.0,18.4,7.8,18.3,817.8,1.2,2.62,1.06,25.0,1.19,0.56,10.0,79.2,26.3,5.5,12.1,1.9,440.7,50.0,0.0,10.3,3.0,18.3,636.1,1.9,0.87,1.73,-13.0,0.4,0.87,-7.0,26.7,21.2,6.1,10.3,2.6,626.0,62.2,0.0,16.1,6.3,16.6,812.9,1.6,1.87,1.32,17.0,0.77,0.55,7.0,54.8,23.3,6.4,10.9,1.9,474.3,53.9,0.0,12.0,3.4,17.4,671.3,1.4,0.94,1.52,-18.0,0.42,0.81,-12.0,30.1,0.25,6.0,0.75,16,Bon,
16,2982,https://www.premierleague.com/match/22612,17/18,2018-03-01,Arsenal,Manchester City,0-3,0-3,11.0,6.0,11.0,0.0,538.0,45.8,0.0,10.0,5.0,24.0,718.0,1.0,31.0,1.0,11.0,1.0,653.0,54.2,0.0,9.0,5.0,11.0,859.0,1.0,0,3,-3,0,3,-3,21.7,7.4,9.7,2.8,641.8,63.7,0.0,19.2,7.8,17.8,834.2,1.2,2.77,1.08,22.0,1.38,0.46,12.0,82.1,19.4,7.5,8.8,1.5,720.0,72.4,0.1,17.2,6.2,16.3,908.8,1.9,2.23,0.77,19.0,1.0,0.38,8.0,82.1,21.8,6.0,10.2,2.7,633.5,62.4,0.0,16.3,6.1,16.4,820.4,1.6,1.89,1.33,15.0,0.81,0.44,10.0,55.6,15.1,7.6,8.9,1.7,727.2,72.0,0.1,18.0,7.6,15.6,911.8,1.6,2.93,0.74,59.0,1.04,0.33,19.0,88.9,0.6,2.0,0.4,17,Très mauvais,
17,3022,https://www.premierleague.com/match/22472,17/18,2017-11-29,Arsenal,Huddersfield Town,5-0,1-0,13.0,7.0,10.0,2.0,813.0,70.3,0.0,21.0,7.0,19.0,982.0,0.0,30.0,2.0,12.0,3.0,337.0,29.7,0.0,7.0,2.0,13.0,518.0,1.0,5,0,5,1,0,1,24.5,7.3,9.7,3.5,621.8,63.0,0.0,19.3,7.7,17.2,815.7,0.8,2.5,0.67,11.0,1.33,0.5,5.0,100.0,26.8,5.3,13.5,1.2,417.8,50.6,0.0,9.2,2.5,20.0,611.3,2.5,0.5,1.83,-8.0,0.33,0.5,-1.0,22.2,22.9,6.1,11.2,2.9,598.1,60.2,0.0,16.6,6.1,15.9,782.2,1.5,1.77,1.23,7.0,0.77,0.54,3.0,64.1,28.6,5.1,11.2,2.1,385.4,45.7,0.2,8.8,2.6,20.4,584.7,2.1,0.69,1.46,-10.0,0.46,0.46,0.0,38.5,0.0,2.0,1.0,18,Très bon,
18,3027,https://www.premierleague.com/match/22552,17/18,2018-01-03,Arsenal,Chelsea,2-2,0-0,14.0,10.0,11.0,2.0,599.0,58.3,0.0,14.0,6.0,16.0,787.0,3.0,29.0,8.0,11.0,3.0,422.0,41.7,0.0,19.0,6.0,18.0,632.0,2.0,2,2,0,0,0,0,21.1,7.7,10.1,3.1,646.4,64.8,0.0,20.4,7.8,17.5,840.6,1.1,2.5,1.0,15.0,1.0,0.6,4.0,83.3,22.0,5.0,9.1,3.7,579.8,57.2,0.0,14.3,4.7,20.6,779.1,1.0,1.8,0.7,11.0,1.0,0.3,7.0,66.7,21.4,6.4,10.7,2.6,632.0,62.9,0.0,17.5,6.3,16.3,819.6,1.5,1.81,1.24,12.0,0.62,0.52,2.0,60.3,19.9,6.5,9.8,3.2,571.7,56.8,0.1,16.3,6.1,17.7,767.5,1.1,1.86,0.67,25.0,0.9,0.38,11.0,71.4,0.3333333333333333,4.0,0.6666666666666666,19,Moyen,
0,2690,https://www.premierleague.com/match/22610,17/18,2018-02-10,Tottenham Hotspur,Arsenal,1-0,0-0,23.0,10.0,13.0,1.0,494.0,49.9,0.0,18.0,6.0,14.0,689.0,2.0,22.0,2.0,9.0,6.0,509.0,50.1,0.0,6.0,1.0,12.0,680.0,1.0,1,0,1,0,0,0,18.1,8.2,9.0,2.1,610.0,65.2,0.0,21.2,6.8,17.0,812.8,0.8,2.15,0.69,19.0,0.77,0.23,7.0,71.8,21.8,5.0,10.8,2.3,634.8,62.0,0.0,14.2,4.8,15.3,817.5,1.9,1.15,1.62,-6.0,0.31,0.46,-2.0,33.3,21.8,6.5,10.6,2.3,567.7,61.7,0.1,17.6,5.8,16.4,770.8,1.3,1.96,0.92,27.0,0.81,0.42,10.0,62.8,21.8,6.2,10.3,2.6,638.3,62.8,0.0,16.7,6.3,16.6,825.8,1.6,1.96,1.35,16.0,0.85,0.46,10.0,57.7,0.16666666666666666,5.0,0.8333333333333334,1,Très bon,-1.0
1,2726,https://www.premierleague.com/match/22421,17/18,2017-10-14,Watford,Arsenal,2-1,0-1,24.0,2.0,8.0,1.0,465.0,46.1,0.0,11.0,2.0,15.0,653.0,1.0,36.0,5.0,10.0,0.0,552.0,53.9,0.0,9.0,6.0,18.0,723.0,0.0,2,1,1,0,1,-1,28.7,3.0,9.7,1.7,347.0,40.1,0.3,8.0,1.7,12.0,530.3,0.7,1.0,3.0,-6.0,0.67,1.33,-2.0,22.2,18.0,4.3,11.7,3.3,596.7,59.3,0.0,12.3,2.7,15.7,776.3,2.3,0.0,1.67,-5.0,0.0,0.67,-2.0,11.1,30.4,4.0,11.6,2.4,392.6,46.6,0.1,11.1,3.1,16.1,592.9,1.1,1.57,1.71,-1.0,0.71,0.86,-1.0,57.1,21.6,6.4,10.4,3.0,616.7,62.9,0.0,17.4,6.3,16.6,806.1,1.1,1.57,1.14,3.0,0.86,0.57,2.0,61.9,1.0,0.0,0.0,2,Très mauvais,-1.0
2,2758,https://www.premierleague.com/match/22358,17/18,2017-08-19,Stoke City,Arsenal,1-0,0-0,35.0,2.0,6.0,4.0,213.0,22.9,0.0,11.0,4.0,19.0,395.0,0.0,9.0,9.0,11.0,3.0,731.0,77.1,0.0,18.0,6.0,15.0,908.0,0.0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,7.0,10.0,6.0,292.0,38.4,0.0,9.0,1.0,18.0,521.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,30.0,9.0,9.0,5.0,632.0,70.0,0.0,27.0,10.0,23.0,859.0,0.0,4.0,3.0,1.0,2.0,2.0,0.0,100.0,0.25,3.0,0.75,3,Bon,-1.0
3,2912,https://www.premierleague.com/match/22498,17/18,2017-12-10,Southampton,Arsenal,1-1,1-0,36.0,4.0,12.0,4.0,375.0,33.0,0.0,6.0,3.0,14.0,567.0,2.0,13.0,5.0,10.0,1.0,758.0,67.0,0.0,11.0,6.0,13.0,928.0,2.0,1,1,0,1,0,1,20.2,7.8,9.9,1.4,558.0,62.1,0.0,16.0,3.5,15.6,749.2,0.6,1.25,1.12,1.0,0.38,0.62,-2.0,45.8,21.6,5.0,12.6,2.4,577.7,57.8,0.0,14.3,4.7,14.9,753.4,2.0,1.14,1.71,-4.0,0.29,0.57,-2.0,33.3,23.2,6.3,10.3,1.9,508.6,56.1,0.0,13.4,3.0,16.7,702.5,0.9,1.0,1.2,-3.0,0.33,0.6,-4.0,37.8,21.4,6.5,11.1,2.9,616.3,61.9,0.0,18.0,6.8,16.3,799.7,1.5,1.93,1.27,10.0,0.73,0.6,2.0,62.2,0.3333333333333333,2.0,0.6666666666666666,4,Moyen,0.0
4,2924,https://www.premierleague.com/match/22714,17/18,2018-05-13,Huddersfield Town,Arsenal,0-1,0-1,19.0,7.0,11.0,0.0,399.0,45.0,0.0,19.0,3.0,18.0,603.0,1.0,36.0,4.0,7.0,2.0,519.0,55.0,0.0,9.0,4.0,11.0,715.0,0.0,0,1,-1,0,1,-1,24.5,5.3,9.4,2.1,425.9,48.8,0.1,10.5,2.8,17.8,629.9,1.4,0.89,1.33,-8.0,0.56,0.61,-1.0,42.6,21.7,4.9,10.6,2.2,610.3,60.9,0.1,13.4,4.6,16.2,795.2,1.8,1.06,1.72,-12.0,0.33,0.61,-5.0,24.1,28.4,4.3,10.4,1.8,393.5,45.7,0.1,9.3,2.9,19.6,595.0,1.6,0.76,1.54,-29.0,0.41,0.49,-3.0,33.3,21.4,6.0,10.2,2.4,621.8,62.0,0.1,15.8,6.2,16.5,808.6,1.5,1.97,1.38,22.0,0.78,0.57,8.0,54.1,0.0,3.0,1.0,5,Très bon,1.0
5,2932,https://www.premierleague.com/match/22562,17/18,2018-01-14,AFC Bournemouth,Arsenal,2-1,0-0,24.0,4.0,8.0,0.0,366.0,40.5,0.0,13.0,5.0,24.0,593.0,2.0,30.0,5.0,10.0,4.0,551.0,59.5,0.0,12.0,3.0,21.0,772.0,2.0,2,1,1,0,0,0,24.8,5.3,8.0,0.5,447.4,49.0,0.1,12.8,4.0,12.0,639.2,1.6,1.27,1.55,-3.0,0.55,0.55,0.0,36.4,21.7,5.2,11.2,2.1,618.8,61.1,0.0,14.8,5.0,15.2,800.5,1.8,1.18,1.45,-3.0,0.27,0.45,-2.0,39.4,25.7,5.5,8.6,0.7,426.2,47.8,0.0,11.7,4.0,12.3,615.6,1.6,1.0,1.55,-12.0,0.5,0.64,-3.0,31.8,21.1,6.5,10.7,2.5,630.5,62.7,0.0,17.3,6.3,16.3,818.1,1.5,1.82,1.27,12.0,0.59,0.5,2.0,59.1,0.4,3.0,0.6,6,Moyen,-1.0
6,2935,https://www.premierleague.com/match/22677,17/18,2018-04-15,Newcastle United,Arsenal,2-1,1-1,29.0,2.0,11.0,1.0,274.0,28.2,0.0,8.0,4.0,22.0,465.0,1.0,13.0,5.0,9.0,2.0,695.0,71.8,0.0,15.0,3.0,25.0,900.0,0.0,2,1,1,1,1,0,27.8,4.5,11.1,2.0,369.2,42.8,0.1,11.5,3.6,16.6,565.1,1.3,1.0,0.94,1.0,0.38,0.38,0.0,45.8,21.5,5.2,10.8,2.4,625.0,61.6,0.0,13.7,4.7,14.7,807.6,1.9,1.07,1.6,-8.0,0.33,0.53,-3.0,28.9,31.3,4.4,10.9,1.8,359.7,40.8,0.1,11.8,4.1,16.6,557.2,1.4,1.03,1.28,-8.0,0.44,0.47,-1.0,39.6,21.6,6.2,10.3,2.6,628.2,62.2,0.0,16.0,6.3,16.4,815.1,1.6,1.91,1.34,18.0,0.81,0.56,8.0,56.2,0.5,2.0,0.5,7,Mauvais,-1.0
7,2940,https://www.premierleague.com/match/22383,17/18,2017-09-17,Chelsea,Arsenal,0-0,0-0,21.0,5.0,11.0,4.0,532.0,50.6,1.0,13.0,4.0,13.0,729.0,2.0,24.0,1.0,15.0,2.0,520.0,49.4,0.0,11.0,2.0,19.0,706.0,3.0,0,0,0,0,0,0,22.5,7.0,14.0,1.0,552.0,59.3,1.0,18.5,6.5,12.0,726.5,2.5,2.0,1.5,1.0,1.0,1.5,-1.0,50.0,15.0,6.0,10.0,4.0,635.0,64.2,0.0,13.0,3.0,14.0,811.5,2.0,0.0,2.5,-5.0,0.0,1.0,-2.0,0.0,26.2,6.5,14.2,1.2,476.2,52.6,0.5,15.5,5.2,18.8,667.5,2.0,2.0,1.25,3.0,1.0,0.75,1.0,75.0,20.0,7.8,10.8,4.2,621.2,64.2,0.0,17.5,6.2,16.8,810.5,1.0,1.75,2.0,-1.0,1.0,1.0,0.0,50.0,0.0,4.0,1.0,8,Très bon,0.0
8,2949,https://www.premierleague.com/match/22423,17/18,2017-10-22,Everton,Arsenal,2-5,1-1,30.0,0.0,14.0,2.0,287.0,32.4,1.0,9.0,3.0,8.0,475.0,1.0,23.0,7.0,14.0,1.0,616.0,67.6,0.0,30.0,14.0,12.0,807.0,1.0,2,5,-3,1,1,0,33.0,6.5,13.2,2.5,472.0,56.5,0.0,14.5,3.0,15.2,672.8,2.2,0.75,1.25,-2.0,0.25,0.75,-2.0,50.0,22.5,4.5,11.2,2.5,585.5,58.0,0.0,11.5,3.5,16.2,763.0,1.8,0.25,1.75,-6.0,0.25,0.5,-1.0,8.3,31.2,4.0,11.6,2.1,448.4,51.0,0.1,11.5,2.9,17.4,642.4,1.9,0.62,1.62,-8.0,0.25,0.75,-4.0,33.3,23.4,6.2,10.4,2.6,608.6,61.8,0.0,16.4,6.2,16.8,795.8,1.0,1.5,1.25,2.0,0.88,0.5,3.0,54.2,0.6666666666666666,1.0,0.3333333333333333,9,Très mauvais,3.0
9,2954,https://www.premierleague.com/match/22462,17/18,2017-11-26,Burnley,Arsenal,0-1,0-0,33.0,5.0,8.0,4.0,350.0,36.3,0.0,8.0,2.0,13.0,532.0,2.0,25.0,5.0,14.0,3.0,636.0,63.7,0.0,18.0,2.0,11.0,798.0,0.0,0,1,-1,0,0,0,28.2,5.2,9.8,3.8,397.0,50.6,0.0,12.8,3.5,15.2,591.2,1.8,0.83,0.33,3.0,0.5,0.17,2.0,61.1,21.0,5.0,12.3,2.3,568.0,56.9,0.0,13.7,5.2,15.5,746.0,2.3,1.17,2.0,-5.0,0.33,0.67,-2.0,22.2,33.2,4.5,8.8,3.2,343.1,41.6,0.0,10.1,3.0,14.1,531.2,1.8,1.0,0.75,3.0,0.67,0.25,5.0,61.1,22.8,6.2,11.0,2.9,594.9,59.9,0.0,16.5,6.4,16.3,780.8,1.6,1.83,1.33,6.0,0.83,0.58,3.0,61.1,0.0,2.0,1.0,10,Très bon,1.0
